location,bhk,built_up_area,transaction,status,furnishing,facing,bathroom,floor_category,luxury_category,price
adajan,1,650,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.15
pal,2,1353,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.52
jahangirpura,2,906,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.3
kadodara,1,494,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.1
palanpur,1,765,Resale,Ready to Move,Furnished,South - East,1,Mid Floor,Low,0.21
palanpur,2,1459,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.5
adajan,2,1040,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.25
jahangirpura,2,1054,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.47
amroli,1,400,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.17
nanpura/gopipura/chauta/sagrampura,2,762,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.18
jahangirpura,2,1075,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.3
dindoli,2,800,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.18
adajan,2,759,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.34
bardoli,1,650,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.12
palanpur,1,671,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Low,0.18
amroli,2,990,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.27
amroli,1,565,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.12
adajan,2,1050,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.35
katargam,1,700,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.15
palanpur,2,1020,Resale,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.34
sarthana/varachha,2,990,Resale,Ready to Move,Unfurnished,North,1,Low Floor,Low,0.38
althan,2,1340,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.55
udhna,1,450,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.15
palanpur,1,474,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.2
palanpur,2,715,Resale,Ready to Move,Unfurnished,North,1,Mid Floor,Low,0.27
palanpur,2,700,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.19
pal,2,1208,Resale,Ready to Move,Furnished,North - West,1,High Floor,Medium,0.51
punagam,2,1250,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.6
palanpur,1,40,Resale,Ready to Move,Unfurnished,North - East,1,Low Floor,Low,0.18
palanpur,1,495,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.07
palanpur,1,840,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.2
palanpur,2,990,New Property,Ready to Move,Unfurnished,North,1,Mid Floor,Low,0.6
adajan,2,61,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.09
palanpur,2,918,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.21
dindoli,2,1112,Resale,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.36
punagam,1,400,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Low,0.13
kamrej,1,649,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.17
palanpur,2,1050,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.35
adajan,2,1408,Resale,Ready to Move,Unfurnished,West,1,High Floor,Medium,0.56
dumas road/hazira,2,1040,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.4
jahangirpura,2,1164,Resale,Ready to Move,Furnished,South,1,Low Floor,Medium,0.34
athwalines,1,460,Resale,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.14
jahangirpura,2,1175,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.38
athwalines,2,688,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.5
udhna,1,400,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Low,0.1
jahangirpura,1,500,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.22
udhna,1,350,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.17
athwalines,2,1170,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.55
palanpur,2,650,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.23
palanpur,2,1100,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.4
adajan,3,1540,Resale,Ready to Move,Furnished,North - West,2,Mid Floor,Medium,0.45
pal,1,700,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.19
adajan,2,1280,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Medium,0.55
jahangirpura,3,1770,Resale,Ready to Move,Unfurnished,West,2,High Floor,Medium,0.56
amroli,3,1527,Resale,Ready to Move,Unfurnished,North - West,2,Mid Floor,Medium,0.45
palanpur,2,825,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.35
palanpur,2,1275,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.45
athwalines,1,620,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.2
sarthana/varachha,1,685,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.25
palanpur,2,880,Resale,Ready to Move,Unfurnished,West,1,Low Floor,Low,0.4
palanpur,2,1161,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Medium,0.47
palanpur,2,1040,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.4
athwalines,2,990,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.5
palanpur,2,950,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.32
athwalines,2,1235,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.5
nanpura/gopipura/chauta/sagrampura,2,1265,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.4
udhna,1,700,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Low,0.18
udhna,2,1175,Resale,Ready to Move,Furnished,East,1,Low Floor,Medium,0.4
palanpur,3,1600,Resale,Ready to Move,Unfurnished,North - West,2,Mid Floor,Medium,0.54
athwalines,1,750,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.35
dumas road/hazira,2,1160,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.53
katargam,2,950,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.3
palanpur,1,743,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.26
palanpur,2,770,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.3
athwalines,3,1100,Resale,Ready to Move,Semi-Furnished,North - West,2,Mid Floor,Medium,0.5
althan,2,1105,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.2
palanpur,4,1375,Resale,Ready to Move,Semi-Furnished,North - West,3,Mid Floor,Medium,0.45
palanpur,1,1100,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Low,0.27
dindoli,3,863,Resale,Ready to Move,Furnished,North - West,2,Mid Floor,Medium,0.26
palanpur,2,1210,Resale,Ready to Move,Unfurnished,East,1,High Floor,Medium,0.4
palanpur,3,1300,Resale,Ready to Move,Semi-Furnished,East,2,Mid Floor,Medium,0.6
udhna,2,935,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.23
palanpur,2,1404,Resale,Ready to Move,Unfurnished,West,1,Mid Floor,Medium,0.38
katargam,2,925,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.23
palanpur,2,1400,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.5
jahangirpura,2,1150,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.32
palanpur,3,1600,Resale,Ready to Move,Unfurnished,North - West,2,Low Floor,Medium,0.54
palanpur,2,1100,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.37
jahangirpura,2,1170,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.29
palanpur,2,880,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.29
kamrej,2,618,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.21
palanpur,2,1375,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.35
palanpur,3,1020,Resale,Ready to Move,Furnished,West,2,Low Floor,Medium,0.52
palanpur,2,1203,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.46
palanpur,2,1190,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.28
adajan,2,1045,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.28
katargam,2,1045,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.41
pal,3,1700,Resale,Ready to Move,Unfurnished,North - West,2,Mid Floor,Medium,0.55
palanpur,2,1170,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.43
udhna,1,385,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.12
sarthana/varachha,3,662,Resale,Under Construction,Semi-Furnished,North - West,2,Mid Floor,Medium,0.34
sarthana/varachha,2,1200,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.45
kamrej,1,400,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.1
palanpur,2,1261,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.51
dindoli,1,630,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.15
althan,2,1290,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.51
amroli,1,800,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.14
dindoli,1,801,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.2
dumas road/hazira,2,1325,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.63
palanpur,1,540,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Low,0.15
nanpura/gopipura/chauta/sagrampura,1,710,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.18
udhna,2,1200,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.42
vesu,1,450,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.14
jahangirpura,2,970,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.38
jahangirpura,1,813,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.28
sarthana/varachha,2,880,Resale,Ready to Move,Furnished,North,1,Mid Floor,Medium,0.45
amroli,3,1050,Resale,Ready to Move,Semi-Furnished,North - West,2,Low Floor,Medium,0.42
palanpur,3,1600,Resale,Ready to Move,Furnished,North,2,Mid Floor,Medium,0.45
nanpura/gopipura/chauta/sagrampura,1,650,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.22
pal,2,1071,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.42
athwalines,1,787,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Low,0.2
palanpur,2,1200,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.3
nanpura/gopipura/chauta/sagrampura,1,800,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Low,0.16
nanpura/gopipura/chauta/sagrampura,3,1375,Resale,Ready to Move,Semi-Furnished,North - West,2,Mid Floor,Medium,0.38
nanpura/gopipura/chauta/sagrampura,2,900,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.22
sarthana/varachha,2,580,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.3
palanpur,1,632,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.23
sarthana/varachha,1,450,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.1
adajan,2,726,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.24
sarthana/varachha,2,1150,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.25
pal,2,1307,Resale,Ready to Move,Unfurnished,North - East,1,High Floor,Medium,0.55
dindoli,1,605,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.14
palanpur,2,770,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.29
amroli,2,660,Resale,Ready to Move,Furnished,North - West,1,High Floor,Medium,0.3
althan,2,1100,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.51
dindoli,2,1064,New Property,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.35
palanpur,2,825,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.43
katargam,2,800,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.2
kamrej,3,1500,New Property,Ready to Move,Furnished,North - West,2,Mid Floor,Medium,0.4
vesu,1,500,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.17
adajan,2,563,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.15
palanpur,1,580,Resale,Ready to Move,Semi-Furnished,North - East,1,Mid Floor,Low,0.16
katargam,1,550,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.1
palanpur,1,851,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.23
adajan,2,1262,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.4
udhna,2,1000,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.35
punagam,2,1000,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.35
dindoli,2,1120,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.33
palanpur,1,575,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.16
jahangirpura,2,1190,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.32
adajan,2,1256,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.38
pal,1,575,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.21
athwalines,2,669,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.45
katargam,2,693,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.27
adajan,2,1320,Resale,Ready to Move,Furnished,West,1,Mid Floor,Medium,0.45
pal,3,1404,Resale,Ready to Move,Furnished,East,2,Mid Floor,Medium,0.65
kadodara,1,622,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.14
adajan,2,1380,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.4
adajan,1,500,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.18
palanpur,2,770,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.45
palanpur,2,935,Resale,Ready to Move,Semi-Furnished,South,1,Mid Floor,Medium,0.4
udhna,1,825,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.2
adajan,2,1025,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.35
punagam,2,1250,Resale,Ready to Move,Unfurnished,North - West,1,High Floor,Medium,0.45
udhna,2,650,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.23
athwalines,1,720,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Low,0.35
palanpur,1,660,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.2
palanpur,2,850,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.17
udhna,2,800,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.26
athwalines,1,615,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.2
adajan,1,550,Resale,Ready to Move,Unfurnished,South -West,1,Mid Floor,Low,0.14
palanpur,2,1300,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Medium,0.4
vesu,2,1464,Resale,Ready to Move,Furnished,North,1,Low Floor,Medium,0.6
jahangirpura,2,1272,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.38
dumas road/hazira,2,1167,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.63
althan,2,1150,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.3
vesu,2,1209,Resale,Ready to Move,Unfurnished,North - East,1,Mid Floor,Medium,0.45
dindoli,1,385,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.14
jahangirpura,1,804,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.2
adajan,1,650,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.13
nanpura/gopipura/chauta/sagrampura,3,820,Resale,Ready to Move,Semi-Furnished,North - West,2,Mid Floor,Medium,0.32
nanpura/gopipura/chauta/sagrampura,2,1000,Resale,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.25
palanpur,2,966,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.38
palanpur,2,1185,Resale,Ready to Move,Unfurnished,South - East,1,Mid Floor,Medium,0.55
palanpur,2,1200,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Medium,0.31
punagam,1,625,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.17
palanpur,2,1210,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.47
athwalines,2,750,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.25
palanpur,1,450,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.15
palanpur,2,990,Resale,Ready to Move,Semi-Furnished,East,1,Low Floor,Low,0.4
udhna,2,910,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.25
palanpur,2,853,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.45
palanpur,1,630,Resale,Ready to Move,Unfurnished,East,1,Low Floor,Low,0.21
udhna,2,650,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.35
althan,2,1173,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Medium,0.4
palanpur,2,1430,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.6
jahangirpura,2,770,Resale,Ready to Move,Semi-Furnished,North - West,1,High Floor,Medium,0.4
adajan,2,1309,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.4
udhna,1,865,Resale,Ready to Move,Furnished,South,1,Mid Floor,Low,0.28
udhna,2,935,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.35
palanpur,2,1200,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.42
athwalines,2,1358,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.6
sarthana/varachha,1,730,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.17
athwalines,2,1180,New Property,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.45
dindoli,2,951,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.28
nanpura/gopipura/chauta/sagrampura,3,1265,Resale,Ready to Move,Unfurnished,North - West,2,Mid Floor,Medium,0.27
athwalines,2,1155,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.58
amroli,1,480,Resale,Ready to Move,Unfurnished,North - West,1,Low Floor,Low,0.1
adajan,1,700,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Low,0.2
amroli,2,770,New Property,Ready to Move,Furnished,East,1,Mid Floor,Medium,0.36
adajan,3,1243,Resale,Ready to Move,Semi-Furnished,North - West,2,Mid Floor,Medium,0.55
kadodara,2,753,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.12
palanpur,2,1227,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.51
palanpur,2,550,Resale,Ready to Move,Unfurnished,North - East,1,Low Floor,Low,0.16
palanpur,2,925,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.4
dindoli,2,1232,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.35
palanpur,2,935,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.45
udhna,1,300,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.08
palanpur,2,1180,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.38
nanpura/gopipura/chauta/sagrampura,2,1109,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.36
udhna,2,1180,Resale,Ready to Move,Furnished,South - East,1,Mid Floor,Medium,0.5
udhna,4,1360,Resale,Ready to Move,Semi-Furnished,East,3,Low Floor,Medium,0.36
pal,3,924,Resale,Ready to Move,Furnished,North - West,2,Mid Floor,Medium,0.6
pal,2,825,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.42
palanpur,1,440,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.22
palanpur,1,550,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.1
palanpur,1,424,Resale,Ready to Move,Unfurnished,East,1,Mid Floor,Low,0.16
adajan,2,880,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.35
katargam,1,737,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Low,0.15
adajan,1,616,Resale,Ready to Move,Unfurnished,West,1,Low Floor,Low,0.2
palanpur,3,1638,Resale,Ready to Move,Unfurnished,North - West,2,Low Floor,Medium,0.6
palanpur,2,1100,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Medium,0.43
pal,2,1250,Resale,Ready to Move,Semi-Furnished,East,1,Mid Floor,Medium,0.55
palanpur,2,1050,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.4
palanpur,2,1500,Resale,Ready to Move,Semi-Furnished,North - West,1,Mid Floor,Medium,0.5
palanpur,3,1050,Resale,Ready to Move,Unfurnished,North - West,2,Low Floor,Medium,0.51
katargam,1,700,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.21
althan,1,800,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Low,0.28
palanpur,2,650,Resale,Ready to Move,Furnished,North - West,1,Low Floor,Medium,0.1
palanpur,2,715,Resale,Ready to Move,Unfurnished,North,1,Mid Floor,Low,0.39
sachin,3,1400,Resale,Ready to Move,Furnished,North - West,2,Mid Floor,Medium,0.5
adajan,2,968,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.55
amroli,1,660,Resale,Ready to Move,Unfurnished,North - West,1,Mid Floor,Low,0.16
adajan,2,1050,Resale,Ready to Move,Furnished,North - West,1,Mid Floor,Medium,0.55
dindoli,1,504,Resale,Ready to Move,Semi-Furnished,North - West,1,Low Floor,Low,0.18
palanpur,3,1661,Resale,Ready to Move,Unfurnished,North - West,2,Low Floor,Medium,0.58
