location,bhk,areaType,square_feet,transaction,status,floorNum,totalFloor,furnishing,facing,price_per_sqft,price,built_up_area
,2,Super Area,1083,Resale,Undefined,5.0,5.0,Furnished,,3509.0,0.38,1083
dindoli,2,Carpet Area,897,,Ready to Move,2.0,5.0,Furnished,,,0.23,987
kadodara,1,Carpet Area,680,Resale,Ready to Move,2.0,3.0,Unfurnished,East,2400.0,0.18,748
sarthana/varachha,1,Carpet Area,785,Resale,Ready to Move,-2.0,5.0,Furnished,,,0.25,864
,2,Super Area,1200,Resale,Ready to Move,2.0,3.0,Semi-Furnished,,2500.0,0.3,1200
dumas road/hazira,3,Super Area,1420,Resale,Undefined,1.0,7.0,Semi-Furnished,North,3169.0,0.45,1420
althan,1,Carpet Area,311,Resale,Ready to Move,4.0,5.0,Unfurnished,,3111.0,0.14,342
sachin,1,Carpet Area,302,Resale,Ready to Move,5.0,5.0,Unfurnished,,,0.13,332
,2,Carpet Area,800,Resale,Ready to Move,8.0,8.0,Furnished,,2719.0,0.32,880
,2,Super Area,800,Resale,Ready to Move,2.0,5.0,Semi-Furnished,,1250.0,0.1,800
adajan,2,Super Area,1200,Resale,Undefined,3.0,10.0,Furnished,,3333.0,0.4,1200
,1,Super Area,600,Resale,Ready to Move,2.0,10.0,Semi-Furnished,,5000.0,0.3,600
punagam,3,Carpet Area,900,Resale,Ready to Move,1.0,12.0,Unfurnished,East,3959.0,0.58,990
,2,Super Area,1100,Resale,Ready to Move,2.0,5.0,Furnished,,3364.0,0.37,1100
amroli,1,Carpet Area,550,Resale,Ready to Move,8.0,12.0,Unfurnished,East,2733.0,0.2,605
sarthana/varachha,2,Super Area,1312,Resale,Ready to Move,2.0,5.0,Unfurnished,North,3800.0,0.5,1312
palanpur,2,Super Area,1176,Resale,Ready to Move,8.0,13.0,Unfurnished,,3571.0,0.42,1176
,2,Super Area,1175,Resale,Ready to Move,4.0,13.0,Semi-Furnished,,2979.0,0.35,1175
jahangirpura,2,Super Area,1252,Resale,Ready to Move,9.0,13.0,Semi-Furnished,,3195.0,0.4,1252
jahangirpura,2,Super Area,1250,Resale,Ready to Move,4.0,5.0,Unfurnished,,3360.0,0.42,1250
katargam,1,Super Area,400,Resale,Ready to Move,1.0,4.0,Unfurnished,,2750.0,0.11,400
,2,Super Area,1065,Resale,Ready to Move,3.0,5.0,Semi-Furnished,North,2347.0,0.25,1065
,2,Carpet Area,935,Resale,Ready to Move,2.0,4.0,Semi-Furnished,,,0.28,1028
jahangirpura,2,Super Area,1288,Resale,Ready to Move,10.0,13.0,Furnished,,3106.0,0.4,1288
nanpura/gopipura/chauta/sagrampura,1,Super Area,600,Resale,Ready to Move,8.0,8.0,Furnished,,2333.0,0.14,600
palanpur,2,Carpet Area,1246,,Ready to Move,4.0,12.0,Semi-Furnished,,,0.5,1371
palanpur,2,Carpet Area,700,Resale,Ready to Move,11.0,14.0,Semi-Furnished,East,4437.0,0.56,770
nanpura/gopipura/chauta/sagrampura,1,Carpet Area,90,Resale,Ready to Move,1.0,1.0,Unfurnished,East,16667.0,0.15,99
althan,2,Super Area,591,Resale,Ready to Move,3.0,3.0,Semi-Furnished,,3384.0,0.2,591
vesu,2,Super Area,1320,Resale,Ready to Move,,,,,4621.0,0.61,1320
palanpur,2,Carpet Area,980,Resale,Ready to Move,1.0,12.0,Furnished,East,3281.0,0.42,1078
nanpura/gopipura/chauta/sagrampura,1,Super Area,650,Resale,Ready to Move,1.0,5.0,Furnished,,2769.0,0.18,650
adajan,2,Carpet Area,525,Resale,Ready to Move,3.0,4.0,Furnished,,4800.0,0.3,578
,1,Carpet Area,550,Resale,Ready to Move,4.0,4.0,Semi-Furnished,,3571.0,0.25,605
,1,Carpet Area,575,Resale,Ready to Move,3.0,10.0,Semi-Furnished,East,2667.0,0.2,632
,2,Super Area,1207,Resale,Ready to Move,,,,,3314.0,0.4,1207
,2,Super Area,1000,Resale,Ready to Move,3.0,6.0,Unfurnished,,1800.0,0.18,1000
,1,Carpet Area,650,Resale,Ready to Move,2.0,4.0,Unfurnished,North,2769.0,0.18,715
nanpura/gopipura/chauta/sagrampura,2,Super Area,1250,Resale,Ready to Move,3.0,5.0,Unfurnished,,2480.0,0.31,1250
dumas road/hazira,1,Carpet Area,580,Resale,Ready to Move,9.0,11.0,Unfurnished,South -West,4569.0,0.27,638
adajan,2,Carpet Area,900,Resale,Ready to Move,0.0,3.0,Semi-Furnished,,3535.0,0.35,990
jahangirpura,2,Super Area,1155,Resale,Ready to Move,9.0,13.0,Semi-Furnished,,3896.0,0.45,1155
pal,3,Super Area,1575,Resale,Ready to Move,10.0,12.0,Unfurnished,North - East,3492.0,0.55,1575
bardoli,2,Super Area,1300,Resale,Ready to Move,3.0,6.0,Unfurnished,,1615.0,0.21,1300
kadodara,2,Super Area,600,Resale,Ready to Move,5.0,6.0,Unfurnished,,3833.0,0.23,600
,2,Carpet Area,1085,Resale,Ready to Move,-2.0,59.0,Unfurnished,,,0.29,1194
sarthana/varachha,2,Super Area,1251,Resale,Ready to Move,4.0,11.0,Semi-Furnished,,4396.0,0.55,1251
sachin,1,Super Area,550,Resale,Ready to Move,3.0,4.0,Unfurnished,,1682.0,0.09,550
adajan,1,Super Area,650,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,2308.0,0.15,650
pal,2,Carpet Area,1230,Resale,Ready to Move,8.0,12.0,Semi-Furnished,,4228.0,0.52,1353
jahangirpura,2,Carpet Area,824,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,2547.0,0.3,906
kadodara,1,Super Area,494,Resale,Ready to Move,3.0,5.0,Unfurnished,,1923.0,0.1,494
,1,Carpet Area,695,Resale,Ready to Move,3.0,4.0,Furnished,South - East,3022.0,0.21,765
palanpur,2,Carpet Area,1326,Resale,Ready to Move,3.0,9.0,Semi-Furnished,East,3333.0,0.5,1459
adajan,2,Super Area,1040,Resale,Ready to Move,4.0,5.0,Unfurnished,,2404.0,0.25,1040
jahangirpura,2,Carpet Area,958,Resale,Ready to Move,6.0,14.0,Furnished,,3736.0,0.47,1054
amroli,1,Super Area,400,Resale,Ready to Move,4.0,5.0,Unfurnished,,4125.0,0.17,400
nanpura/gopipura/chauta/sagrampura,2,Super Area,762,Resale,Ready to Move,1.0,9.0,Unfurnished,,2428.0,0.18,762
jahangirpura,2,Super Area,1075,Resale,Ready to Move,1.0,6.0,Semi-Furnished,,2791.0,0.3,1075
dindoli,2,Super Area,800,Resale,Ready to Move,3.0,5.0,Semi-Furnished,,2300.0,0.18,800
adajan,2,Carpet Area,690,Resale,Ready to Move,5.0,10.0,Furnished,East,,0.34,759
bardoli,1,Super Area,650,Resale,Ready to Move,2.0,5.0,Unfurnished,,1923.0,0.12,650
,1,Super Area,671,Resale,Ready to Move,2.0,5.0,Semi-Furnished,East,2683.0,0.18,671
amroli,2,Carpet Area,900,Resale,Ready to Move,5.0,5.0,Semi-Furnished,East,2637.0,0.27,990
amroli,1,Super Area,565,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,2124.0,0.12,565
adajan,2,Super Area,1050,Resale,Ready to Move,2.0,5.0,Furnished,,3333.0,0.35,1050
katargam,1,Super Area,700,Resale,Ready to Move,0.0,5.0,Semi-Furnished,,2143.0,0.15,700
,2,Super Area,1020,Resale,Ready to Move,2.0,4.0,Unfurnished,East,3285.0,0.34,1020
sarthana/varachha,2,Super Area,990,Resale,Ready to Move,1.0,6.0,Unfurnished,North,3838.0,0.38,990
althan,2,Super Area,1340,Resale,Ready to Move,9.0,13.0,Semi-Furnished,,4104.0,0.55,1340
udhna,1,Super Area,450,Resale,Ready to Move,4.0,5.0,Unfurnished,,3333.0,0.15,450
,1,Carpet Area,431,Resale,Ready to Move,1.0,13.0,Semi-Furnished,,,0.2,474
,2,Carpet Area,650,Resale,Ready to Move,4.0,8.0,Unfurnished,North,2624.0,0.27,715
,2,Super Area,700,Resale,Ready to Move,0.0,1.0,Unfurnished,,2714.0,0.19,700
pal,2,Super Area,1208,Resale,Ready to Move,11.0,20.0,Furnished,,4222.0,0.51,1208
punagam,2,Super Area,1250,Resale,Ready to Move,6.0,7.0,Semi-Furnished,,4800.0,0.6,1250
athwalines,2,Super Area,1400,Resale,Ready to Move,10.0,14.0,,,3571.0,0.5,1400
,1,Carpet Area,36,Resale,Ready to Move,2.0,13.0,Unfurnished,North - East,3889.0,0.18,40
,1,Carpet Area,450,Resale,Ready to Move,2.0,4.0,Unfurnished,,1061.0,0.07,495
,1,Super Area,840,Resale,Ready to Move,4.0,4.0,Semi-Furnished,,2381.0,0.2,840
,2,Carpet Area,900,New Property,Ready to Move,10.0,10.0,Unfurnished,North,5455.0,0.6,990
adajan,2,Carpet Area,55,Resale,Ready to Move,3.0,4.0,Unfurnished,,10101.0,0.09,61
,2,Super Area,918,Resale,Ready to Move,2.0,5.0,Unfurnished,,2288.0,0.21,918
dindoli,2,Carpet Area,1011,Resale,Ready to Move,2.0,7.0,Unfurnished,East,,0.36,1112
punagam,1,Super Area,400,Resale,Ready to Move,3.0,5.0,Furnished,,3250.0,0.13,400
kamrej,1,Carpet Area,590,Resale,Ready to Move,3.0,3.0,Unfurnished,,2333.0,0.17,649
,2,Super Area,1050,Resale,Ready to Move,5.0,6.0,Furnished,,3333.0,0.35,1050
adajan,2,Carpet Area,1280,Resale,Ready to Move,11.0,13.0,Unfurnished,West,,0.56,1408
dumas road/hazira,2,Super Area,1040,Resale,Ready to Move,1.0,7.0,Semi-Furnished,,3846.0,0.4,1040
jahangirpura,2,Carpet Area,1058,Resale,Ready to Move,1.0,7.0,Furnished,South,3214.0,0.34,1164
athwalines,1,Super Area,460,Resale,Ready to Move,1.0,4.0,Unfurnished,East,3087.0,0.14,460
jahangirpura,2,Super Area,1175,Resale,Ready to Move,3.0,5.0,Unfurnished,East,3234.0,0.38,1175
athwalines,2,Carpet Area,625,Resale,Ready to Move,3.0,3.0,Unfurnished,,7564.0,0.5,688
udhna,1,Super Area,400,Resale,Ready to Move,2.0,4.0,Furnished,,2375.0,0.1,400
jahangirpura,1,Super Area,500,Resale,Ready to Move,2.0,7.0,Unfurnished,,4400.0,0.22,500
udhna,1,Super Area,350,Resale,Ready to Move,4.0,5.0,Unfurnished,,4857.0,0.17,350
athwalines,2,Super Area,1170,Resale,Ready to Move,3.0,4.0,Furnished,,4701.0,0.55,1170
,2,Super Area,650,Resale,Ready to Move,4.0,4.0,Semi-Furnished,,3538.0,0.23,650
palanpur,2,Super Area,1100,Resale,Ready to Move,7.0,13.0,Unfurnished,,3636.0,0.4,1100
adajan,3,Super Area,1540,Resale,Ready to Move,3.0,5.0,Furnished,,2922.0,0.45,1540
pal,1,Super Area,700,Resale,Ready to Move,5.0,10.0,Unfurnished,,2714.0,0.19,700
adajan,2,Super Area,1280,Resale,Ready to Move,1.0,13.0,Semi-Furnished,East,4297.0,0.55,1280
jahangirpura,3,Carpet Area,1609,Resale,Ready to Move,12.0,13.0,Unfurnished,West,3480.0,0.56,1770
amroli,3,Super Area,1527,Resale,Ready to Move,6.0,10.0,Unfurnished,,2947.0,0.45,1527
,2,Carpet Area,750,Resale,Ready to Move,4.0,4.0,Furnished,East,3182.0,0.35,825
palanpur,2,Super Area,1275,Resale,Ready to Move,1.0,5.0,Unfurnished,,3529.0,0.45,1275
athwalines,1,Super Area,620,Resale,Ready to Move,10.0,11.0,Semi-Furnished,,3226.0,0.2,620
sarthana/varachha,1,Carpet Area,623,Resale,Ready to Move,5.0,5.0,Unfurnished,East,3981.0,0.25,685
,2,Carpet Area,800,Resale,Ready to Move,2.0,4.0,Unfurnished,West,4000.0,0.4,880
,2,Super Area,1161,Resale,Ready to Move,1.0,1.0,Semi-Furnished,East,4005.0,0.47,1161
,2,Super Area,1040,Resale,Ready to Move,2.0,5.0,Unfurnished,,3846.0,0.4,1040
athwalines,2,Carpet Area,900,Resale,Ready to Move,3.0,3.0,Unfurnished,,5000.0,0.5,990
palanpur,2,Super Area,950,Resale,Ready to Move,2.0,5.0,Semi-Furnished,,3368.0,0.32,950
athwalines,2,Super Area,1235,Resale,Ready to Move,1.0,11.0,Unfurnished,,4049.0,0.5,1235
nanpura/gopipura/chauta/sagrampura,2,Carpet Area,1150,Resale,Ready to Move,6.0,7.0,Semi-Furnished,,3478.0,0.4,1265
udhna,1,Super Area,700,Resale,Undefined,3.0,4.0,Furnished,,2571.0,0.18,700
udhna,2,Super Area,1175,Resale,Ready to Move,2.0,7.0,Furnished,East,3404.0,0.4,1175
palanpur,3,Super Area,1600,Resale,Ready to Move,3.0,5.0,Unfurnished,,3375.0,0.54,1600
athwalines,1,Super Area,750,Resale,Ready to Move,3.0,4.0,Semi-Furnished,,4667.0,0.35,750
dumas road/hazira,2,Super Area,1160,Resale,Ready to Move,8.0,10.0,Unfurnished,,4569.0,0.53,1160
katargam,2,Super Area,950,Resale,Ready to Move,2.0,5.0,Furnished,,3158.0,0.3,950
,1,Carpet Area,675,Resale,Ready to Move,5.0,8.0,Semi-Furnished,,3815.0,0.26,743
,2,Carpet Area,700,Resale,Ready to Move,4.0,4.0,Unfurnished,South -West,2778.0,0.3,770
athwalines,3,Carpet Area,1000,Resale,Ready to Move,4.0,4.0,Semi-Furnished,,4167.0,0.5,1100
althan,2,Super Area,1105,Resale,Ready to Move,3.0,5.0,Unfurnished,,1810.0,0.2,1105
,4,Carpet Area,1250,Resale,Ready to Move,9.0,10.0,Semi-Furnished,,2922.0,0.45,1375
,1,Carpet Area,1000,Resale,Ready to Move,5.0,5.0,Semi-Furnished,East,2250.0,0.27,1100
dindoli,3,Super Area,863,Resale,Ready to Move,5.0,6.0,Furnished,,3013.0,0.26,863
palanpur,2,Carpet Area,1100,Resale,Ready to Move,11.0,12.0,Unfurnished,East,3205.0,0.4,1210
,3,Super Area,1300,Resale,Ready to Move,8.0,10.0,Semi-Furnished,East,4615.0,0.6,1300
udhna,2,Carpet Area,850,Resale,Ready to Move,3.0,5.0,Unfurnished,East,2731.0,0.23,935
palanpur,2,Carpet Area,1276,Resale,Ready to Move,10.0,13.0,Unfurnished,West,2978.0,0.38,1404
katargam,2,Super Area,925,Resale,Ready to Move,3.0,4.0,Semi-Furnished,,2486.0,0.23,925
,2,Super Area,1400,Resale,Ready to Move,2.0,4.0,Furnished,,3571.0,0.5,1400
jahangirpura,2,Super Area,1150,Resale,Ready to Move,3.0,6.0,Unfurnished,,2783.0,0.32,1150
palanpur,3,Super Area,1600,Resale,Ready to Move,1.0,1.0,Unfurnished,,3375.0,0.54,1600
,2,Super Area,1100,Resale,Ready to Move,6.0,7.0,Furnished,East,3364.0,0.37,1100
jahangirpura,2,Super Area,1170,Resale,Ready to Move,5.0,5.0,Unfurnished,,2522.0,0.29,1170
,2,Carpet Area,800,Resale,Ready to Move,5.0,5.0,Unfurnished,,2522.0,0.29,880
kamrej,2,Carpet Area,562,Resale,Ready to Move,1.0,3.0,Semi-Furnished,,3116.0,0.21,618
,2,Carpet Area,1250,Resale,Ready to Move,2.0,4.0,Furnished,,,0.35,1375
palanpur,3,Carpet Area,927,Resale,Ready to Move,2.0,5.0,Furnished,West,3609.0,0.52,1020
palanpur,2,Super Area,1203,Resale,Ready to Move,6.0,12.0,Unfurnished,East,3832.0,0.46,1203
,2,Super Area,1190,Resale,Ready to Move,3.0,4.0,Unfurnished,,2353.0,0.28,1190
adajan,2,Carpet Area,950,Resale,Ready to Move,2.0,5.0,Semi-Furnished,,2800.0,0.28,1045
katargam,2,Carpet Area,950,Resale,Ready to Move,4.0,5.0,Unfurnished,,3522.0,0.41,1045
pal,3,Super Area,1700,Resale,Ready to Move,5.0,13.0,Unfurnished,,3235.0,0.55,1700
palanpur,2,Super Area,1170,Resale,Ready to Move,4.0,6.0,Semi-Furnished,,3675.0,0.43,1170
udhna,1,Carpet Area,350,Resale,Ready to Move,1.0,3.0,Unfurnished,,,0.12,385
sarthana/varachha,3,Carpet Area,602,Resale,Under Construction,10.0,14.0,Semi-Furnished,,3728.0,0.34,662
sarthana/varachha,2,Super Area,1200,Resale,Ready to Move,6.0,13.0,Semi-Furnished,,3750.0,0.45,1200
kamrej,1,Super Area,400,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,2500.0,0.1,400
,2,Super Area,1261,Resale,Ready to Move,6.0,10.0,Furnished,,4044.0,0.51,1261
dindoli,1,Super Area,630,Resale,Ready to Move,4.0,5.0,Unfurnished,East,2381.0,0.15,630
althan,2,Carpet Area,1173,Resale,Ready to Move,1.0,14.0,Unfurnished,,,0.51,1290
amroli,1,Super Area,800,Resale,Ready to Move,3.0,5.0,Unfurnished,,1688.0,0.14,800
dindoli,1,Super Area,801,Resale,Ready to Move,10.0,10.0,Semi-Furnished,,2559.0,0.2,801
dumas road/hazira,2,Super Area,1325,Resale,Ready to Move,5.0,10.0,Semi-Furnished,,4755.0,0.63,1325
,1,Super Area,540,Resale,Ready to Move,8.0,8.0,Furnished,,2872.0,0.15,540
nanpura/gopipura/chauta/sagrampura,1,Super Area,710,Resale,Ready to Move,2.0,3.0,Semi-Furnished,,2607.0,0.18,710
dumas road/hazira,2,Super Area,1250,Resale,Ready to Move,,,Furnished,,4400.0,0.55,1250
udhna,2,Super Area,1200,Resale,Ready to Move,4.0,10.0,Furnished,,3500.0,0.42,1200
vesu,1,Super Area,450,Resale,Ready to Move,6.0,8.0,Unfurnished,,3000.0,0.14,450
jahangirpura,2,Super Area,970,Resale,Ready to Move,3.0,5.0,Furnished,East,3918.0,0.38,970
jahangirpura,1,Super Area,813,Resale,Ready to Move,4.0,6.0,Unfurnished,,3500.0,0.28,813
sarthana/varachha,2,Carpet Area,800,Resale,Ready to Move,8.0,13.0,Furnished,North,4091.0,0.45,880
amroli,3,Super Area,1050,Resale,Ready to Move,1.0,5.0,Semi-Furnished,,4000.0,0.42,1050
,3,Super Area,1600,Resale,Ready to Move,3.0,3.0,Furnished,North,2812.0,0.45,1600
nanpura/gopipura/chauta/sagrampura,1,Super Area,650,Resale,Ready to Move,3.0,4.0,Unfurnished,East,3385.0,0.22,650
pal,2,Super Area,1071,Resale,Ready to Move,10.0,12.0,Unfurnished,,3922.0,0.42,1071
athwalines,1,Carpet Area,715,Resale,Ready to Move,1.0,9.0,Semi-Furnished,East,2797.0,0.2,787
,2,Super Area,1200,Resale,Ready to Move,4.0,4.0,Semi-Furnished,,2500.0,0.3,1200
nanpura/gopipura/chauta/sagrampura,1,Super Area,800,Resale,Ready to Move,3.0,5.0,Furnished,,2000.0,0.16,800
nanpura/gopipura/chauta/sagrampura,3,Carpet Area,1250,Resale,Ready to Move,3.0,4.0,Semi-Furnished,,,0.38,1375
nanpura/gopipura/chauta/sagrampura,2,Super Area,900,Resale,Ready to Move,0.0,4.0,Furnished,,2444.0,0.22,900
sarthana/varachha,2,Super Area,580,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,5172.0,0.3,580
,1,Carpet Area,575,Resale,Ready to Move,3.0,4.0,Semi-Furnished,North - West,3833.0,0.23,632
sarthana/varachha,1,Super Area,450,Resale,Ready to Move,3.0,3.0,Semi-Furnished,,2222.0,0.1,450
adajan,2,Carpet Area,660,Resale,Ready to Move,4.0,4.0,Furnished,,2787.0,0.24,726
sarthana/varachha,2,Super Area,1150,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,2174.0,0.25,1150
pal,2,Super Area,1307,Resale,Ready to Move,12.0,13.0,Unfurnished,North - East,4171.0,0.55,1307
dindoli,1,Carpet Area,550,Resale,Ready to Move,4.0,5.0,Unfurnished,,,0.14,605
,2,Carpet Area,700,Resale,Ready to Move,2.0,6.0,Unfurnished,,2636.0,0.29,770
amroli,2,Carpet Area,600,Resale,Ready to Move,11.0,13.0,Furnished,,3796.0,0.3,660
althan,2,Carpet Area,1000,Resale,Ready to Move,1.0,11.0,Furnished,,4130.0,0.51,1100
dindoli,2,Super Area,1064,New Property,Ready to Move,3.0,5.0,Unfurnished,,3289.0,0.35,1064
udhna,2,Carpet Area,870,Resale,Ready to Move,-1.0,5.0,Semi-Furnished,,,0.26,957
palanpur,2,Carpet Area,750,Resale,Ready to Move,7.0,14.0,Unfurnished,,3440.0,0.43,825
katargam,2,Super Area,800,Resale,Ready to Move,2.0,5.0,Unfurnished,,2500.0,0.2,800
kamrej,3,Super Area,1500,New Property,Ready to Move,7.0,10.0,Furnished,,2667.0,0.4,1500
vesu,1,Super Area,500,Resale,Ready to Move,6.0,8.0,Unfurnished,,3400.0,0.17,500
adajan,2,Carpet Area,512,,Ready to Move,2.0,13.0,Semi-Furnished,,,0.15,563
,1,Super Area,580,Resale,Ready to Move,8.0,8.0,Semi-Furnished,North - East,2759.0,0.16,580
katargam,1,Super Area,550,Resale,Ready to Move,4.0,4.0,Semi-Furnished,,1818.0,0.1,550
palanpur,1,Super Area,851,Resale,Ready to Move,4.0,4.0,Unfurnished,,2761.0,0.23,851
adajan,2,Carpet Area,1147,Resale,Ready to Move,4.0,8.0,Furnished,East,3333.0,0.4,1262
udhna,2,Super Area,1000,Resale,Ready to Move,5.0,5.0,Unfurnished,North - West,3500.0,0.35,1000
punagam,2,Super Area,1000,Resale,Ready to Move,4.0,6.0,Unfurnished,,3500.0,0.35,1000
dindoli,2,Super Area,1120,Resale,Ready to Move,6.0,11.0,Unfurnished,,2946.0,0.33,1120
palanpur,1,Super Area,575,Resale,Ready to Move,2.0,4.0,Unfurnished,,2783.0,0.16,575
jahangirpura,2,Super Area,1190,Resale,Ready to Move,1.0,5.0,Unfurnished,,2689.0,0.32,1190
adajan,2,Super Area,1256,Resale,Ready to Move,4.0,13.0,Unfurnished,,2994.0,0.38,1256
pal,1,Super Area,575,Resale,Ready to Move,4.0,4.0,Unfurnished,,3652.0,0.21,575
athwalines,2,Super Area,669,Resale,Ready to Move,1.0,10.0,Furnished,,6726.0,0.45,669
katargam,2,Carpet Area,630,Resale,Ready to Move,2.0,4.0,Semi-Furnished,,2769.0,0.27,693
adajan,2,Carpet Area,1200,Resale,Ready to Move,6.0,11.0,Furnished,West,3750.0,0.45,1320
pal,3,Super Area,1404,Resale,Ready to Move,3.0,11.0,Furnished,East,4630.0,0.65,1404
palanpur,2,Super Area,1311,Resale,Under Construction,-2.0,4.0,Unfurnished,East,4577.0,0.6,1311
kadodara,1,Super Area,622,Resale,Ready to Move,2.0,5.0,Unfurnished,,2251.0,0.14,622
adajan,2,Super Area,1380,Resale,Ready to Move,2.0,4.0,Unfurnished,,2862.0,0.4,1380
adajan,1,Super Area,500,Resale,Ready to Move,4.0,5.0,Unfurnished,,3600.0,0.18,500
palanpur,2,Carpet Area,700,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,,0.45,770
,2,Carpet Area,850,Resale,Ready to Move,5.0,5.0,Semi-Furnished,South,3361.0,0.4,935
udhna,1,Super Area,825,Resale,Ready to Move,2.0,5.0,Unfurnished,,2364.0,0.2,825
adajan,2,Super Area,1025,Resale,Ready to Move,4.0,5.0,Semi-Furnished,,3415.0,0.35,1025
punagam,2,Super Area,1250,Resale,Undefined,11.0,14.0,Unfurnished,,3600.0,0.45,1250
udhna,2,Super Area,650,Resale,Ready to Move,2.0,3.0,Unfurnished,,3462.0,0.23,650
athwalines,1,Super Area,720,Resale,Ready to Move,7.0,8.0,Furnished,,4861.0,0.35,720
,1,Super Area,660,Resale,Ready to Move,4.0,5.0,Unfurnished,,3030.0,0.2,660
,2,Super Area,850,Resale,Ready to Move,4.0,5.0,Unfurnished,,2000.0,0.17,850
udhna,2,Super Area,800,Resale,Ready to Move,3.0,5.0,Unfurnished,,3250.0,0.26,800
athwalines,1,Super Area,615,Resale,Ready to Move,2.0,10.0,Semi-Furnished,,3252.0,0.2,615
adajan,1,Super Area,550,Resale,Ready to Move,3.0,4.0,Unfurnished,South -West,2545.0,0.14,550
,2,Super Area,1300,Resale,Ready to Move,1.0,12.0,Semi-Furnished,,3077.0,0.4,1300
vesu,2,Carpet Area,1331,Resale,Ready to Move,1.0,5.0,Furnished,North,,0.6,1464
jahangirpura,2,Super Area,1272,Resale,Ready to Move,3.0,14.0,Unfurnished,,2980.0,0.38,1272
dumas road/hazira,2,Super Area,1167,Resale,Ready to Move,3.0,10.0,Unfurnished,,5398.0,0.63,1167
althan,2,Super Area,1150,Resale,Ready to Move,4.0,5.0,Unfurnished,,2609.0,0.3,1150
vesu,2,Super Area,1209,Resale,Ready to Move,8.0,13.0,Unfurnished,North - East,3739.0,0.45,1209
dindoli,1,Carpet Area,350,Resale,Ready to Move,1.0,5.0,Unfurnished,,2618.0,0.14,385
jahangirpura,1,Carpet Area,731,Resale,Ready to Move,2.0,5.0,Unfurnished,,,0.2,804
adajan,1,Super Area,650,Resale,Ready to Move,3.0,5.0,Unfurnished,,2000.0,0.13,650
nanpura/gopipura/chauta/sagrampura,3,Carpet Area,745,Resale,Ready to Move,9.0,14.0,Semi-Furnished,,2909.0,0.32,820
nanpura/gopipura/chauta/sagrampura,2,Super Area,1000,Resale,Ready to Move,3.0,5.0,Furnished,East,2500.0,0.25,1000
palanpur,2,Carpet Area,878,Resale,Ready to Move,1.0,7.0,Unfurnished,,3304.0,0.38,966
,1,Carpet Area,364,Resale,Ready to Move,-1.0,5.0,Unfurnished,,,0.11,400
,2,Super Area,1185,Resale,Ready to Move,9.0,10.0,Unfurnished,South - East,4641.0,0.55,1185
,2,Super Area,1200,Resale,Ready to Move,2.0,4.0,Semi-Furnished,,2583.0,0.31,1200
punagam,1,Super Area,625,Resale,Ready to Move,3.0,4.0,Semi-Furnished,,2642.0,0.17,625
,2,Carpet Area,1100,Resale,Ready to Move,3.0,4.0,Unfurnished,,3760.0,0.47,1210
athwalines,2,Super Area,750,Resale,Ready to Move,1.0,4.0,Unfurnished,,3333.0,0.25,750
palanpur,1,Super Area,450,Resale,Ready to Move,2.0,5.0,Unfurnished,,3333.0,0.15,450
palanpur,2,Carpet Area,900,Resale,Ready to Move,1.0,1.0,Semi-Furnished,East,,0.4,990
udhna,2,Super Area,910,Resale,Ready to Move,3.0,4.0,Furnished,,2747.0,0.25,910
palanpur,2,Carpet Area,775,Resale,Ready to Move,3.0,4.0,Unfurnished,East,3759.0,0.45,853
,1,Super Area,630,Resale,Ready to Move,1.0,4.0,Unfurnished,East,3333.0,0.21,630
udhna,2,Super Area,650,Resale,Ready to Move,4.0,5.0,Unfurnished,,5385.0,0.35,650
althan,2,Carpet Area,1066,Resale,Ready to Move,9.0,10.0,Unfurnished,East,3752.0,0.4,1173
,2,Carpet Area,1300,Resale,Ready to Move,3.0,11.0,Unfurnished,,4615.0,0.6,1430
jahangirpura,2,Carpet Area,700,Resale,Ready to Move,13.0,14.0,Semi-Furnished,,3200.0,0.4,770
adajan,2,Carpet Area,1190,,Ready to Move,7.0,7.0,Semi-Furnished,,,0.4,1309
udhna,1,Carpet Area,786,Resale,Ready to Move,6.0,11.0,Furnished,South,3562.0,0.28,865
udhna,2,Carpet Area,850,Resale,Ready to Move,4.0,4.0,Furnished,,3500.0,0.35,935
,2,Super Area,1200,Resale,Ready to Move,4.0,5.0,Semi-Furnished,East,3500.0,0.42,1200
athwalines,2,Carpet Area,1235,Resale,Ready to Move,7.0,11.0,Furnished,,,0.6,1358
sarthana/varachha,1,Super Area,730,Resale,Ready to Move,4.0,4.0,Unfurnished,,2329.0,0.17,730
